duration,distance,place,type
00:02:04,0.0,SÃO PAULO,TOCO
00:00:06,0.0,SÃO PAULO,TOCO
00:03:19,0.0,SÃO PAULO,TOCO
00:02:23,0.0,SÃO PAULO,TOCO
00:00:08,0.0,SÃO PAULO,TOCO
00:01:02,0.0,SÃO PAULO,TOCO
00:11:26,0.0,SÃO PAULO,TOCO
00:09:36,0.0,SÃO PAULO,TOCO
00:00:07,0.0,SÃO PAULO,TOCO
00:04:51,0.0,SÃO PAULO,TOCO
00:06:59,0.0,SÃO PAULO,TOCO
00:00:18,0.0,SÃO PAULO,TOCO
00:03:31,0.0,SÃO PAULO,TOCO
00:00:18,0.0,SÃO PAULO,TOCO
00:00:15,0.0,SÃO PAULO,TOCO
00:00:11,0.0,SÃO PAULO,TOCO
00:03:05,0.0,SÃO PAULO,TOCO
00:00:33,0.0,SÃO PAULO,TOCO
00:00:39,0.0,SÃO PAULO,TOCO
00:00:40,0.0,SÃO PAULO,TOCO
00:00:09,0.0,SÃO PAULO,TOCO
00:00:26,0.0,SÃO PAULO,TOCO
00:00:08,0.0,SÃO PAULO,TOCO
00:01:50,0.0,SÃO PAULO,TOCO
00:00:39,0.0,SÃO PAULO,TOCO
00:00:08,0.0,SÃO PAULO,TOCO
00:00:06,0.0,SÃO PAULO,TOCO
00:00:06,0.0,SÃO PAULO,TOCO
00:04:46,0.0,SÃO PAULO,TOCO
00:02:26,0.0,SÃO PAULO,TOCO
00:00:11,0.0,SÃO PAULO,TOCO
00:00:49,0.0,SÃO PAULO,TOCO
00:02:56,0.0,SÃO PAULO,TOCO
00:00:41,0.0,SÃO PAULO,TOCO
00:00:06,0.0,SÃO PAULO,TOCO
00:02:12,0.0,SÃO PAULO,TOCO
00:04:02,0.0,SÃO PAULO,TOCO
1900-01-01 23:25:34,0.0,SÃO PAULO,TOCO
00:10:09,0.0,SÃO PAULO,TOCO
00:03:21,0.0,SÃO PAULO,TOCO
00:48:26,0.0,SÃO PAULO,TOCO
00:00:08,0.0,SÃO PAULO,TOCO
00:02:23,0.0,SÃO PAULO,TOCO
00:00:37,0.0,SÃO PAULO,TOCO
00:01:02,0.0,SÃO PAULO,TOCO
00:06:38,0.0,SÃO PAULO,TOCO
00:02:47,0.0,SÃO PAULO,TOCO
00:04:31,0.0,SÃO PAULO,TOCO
00:05:06,0.0,SÃO PAULO,TOCO
00:04:54,0.0,SÃO PAULO,TOCO
00:00:23,0.0,SÃO PAULO,TOCO
00:13:57,0.0,SÃO PAULO,TOCO
00:01:45,0.0,SÃO PAULO,TOCO
00:01:20,0.0,SÃO PAULO,TOCO
00:00:07,0.0,SÃO PAULO,TOCO
00:03:46,0.0,SÃO PAULO,TOCO
00:03:24,0.0,SÃO PAULO,TOCO
00:01:03,0.0,SÃO PAULO,TOCO
00:00:58,0.0,SÃO PAULO,TOCO
00:01:53,0.0,SÃO PAULO,TOCO
00:07:07,0.0,SÃO PAULO,TOCO
00:01:31,0.0,SÃO PAULO,TOCO
00:03:11,0.0,SÃO PAULO,TOCO
00:00:18,0.0,SÃO PAULO,TOCO
00:01:28,0.0,SÃO PAULO,TOCO
00:06:29,0.0,SÃO PAULO,TOCO
00:02:49,0.0,SÃO PAULO,TOCO
00:00:09,0.0,SÃO PAULO,TOCO
00:03:26,0.0,SÃO PAULO,TOCO
00:03:11,0.0,SÃO PAULO,TOCO
00:00:10,0.0,MACAÉ,VUC
00:04:47,0.0,MACAÉ,VUC
00:00:11,0.0,MACAÉ,VUC
01:15:56,0.0,MACAÉ,VUC
00:00:17,0.0,MACAÉ,VUC
00:00:49,0.0,MACAÉ,VUC
04:46:18,0.0,MACAÉ,VUC
1900-01-02 03:10:35,0.0,MACAÉ,VUC
00:27:14,0.0,MACAÉ,VUC
00:02:01,0.0,MACAÉ,VUC
00:02:42,0.0,MACAÉ,VUC
00:00:45,0.0,MACAÉ,VUC
00:00:29,0.0,MACAÉ,VUC
00:00:08,0.0,MACAÉ,VUC
00:00:26,0.0,SÃO PAULO,VUC
00:00:06,0.0,SÃO PAULO,VUC
00:03:11,0.0,SÃO PAULO,VUC
00:01:25,0.0,SÃO PAULO,VUC
00:00:40,0.0,SÃO PAULO,VUC
00:00:40,0.0,SÃO PAULO,VUC
00:00:10,0.0,SÃO PAULO,VUC
00:00:11,0.0,SÃO PAULO,VUC
00:00:46,0.0,SÃO PAULO,VUC
00:00:08,0.0,SÃO PAULO,VUC
00:00:58,0.0,SÃO PAULO,VUC
00:00:10,0.0,SÃO PAULO,VUC
00:00:27,0.0,SÃO PAULO,VUC
00:01:00,0.0,SÃO PAULO,VUC
00:00:10,0.0,SÃO PAULO,VUC
00:00:19,0.0,SÃO PAULO,VUC
00:00:45,0.0,SÃO PAULO,VUC
00:00:40,0.0,SÃO PAULO,VUC
00:01:44,0.0,SÃO PAULO,VUC
00:00:06,0.0,SÃO PAULO,VUC
00:10:51,0.0,SÃO PAULO,VUC
00:04:51,0.0,SÃO PAULO,VUC
00:00:27,0.0,SÃO PAULO,VUC
00:01:20,0.0,SÃO PAULO,VUC
00:00:14,0.0,SÃO PAULO,VUC
00:00:09,0.0,SÃO PAULO,VUC
00:00:52,0.0,SÃO PAULO,VUC
00:00:13,0.0,SÃO PAULO,VUC
00:00:26,0.0,SÃO PAULO,VUC
00:00:21,0.0,SÃO PAULO,VUC
00:00:32,0.0,SÃO PAULO,VUC
00:00:05,0.0,SÃO PAULO,VUC
00:00:56,0.0,SÃO PAULO,VUC
00:02:17,0.0,SÃO PAULO,VUC
00:00:12,0.0,VITÓRIA,VUC
00:00:06,0.0,VITÓRIA,VUC
00:01:06,0.0,VITÓRIA,VUC
00:00:07,0.0,VITÓRIA,VUC
00:00:16,0.0,VITÓRIA,VUC
00:00:16,0.0,VITÓRIA,VUC
00:00:57,0.0,VITÓRIA,VUC
00:00:59,0.0,VITÓRIA,VUC
00:01:01,0.0,VITÓRIA,VUC
00:01:23,0.0,VITÓRIA,VUC
00:00:06,0.0,VITÓRIA,VUC
00:00:06,0.0,VITÓRIA,VUC
00:00:19,0.0,VITÓRIA,VUC
00:00:12,0.0,VITÓRIA,VUC
00:00:06,0.0,VITÓRIA,VUC
00:00:08,0.0,VITÓRIA,VUC
00:00:13,0.0,VITÓRIA,VUC
00:00:51,0.0,VITÓRIA,VUC
00:00:06,0.0,VITÓRIA,VUC
00:00:05,0.0,VITÓRIA,VUC
00:00:10,0.0,VITÓRIA,VUC
00:00:06,0.0,VITÓRIA,VUC
00:00:06,0.0,VITÓRIA,VUC
00:01:10,0.0,VITÓRIA,VUC
00:00:10,0.0,VITÓRIA,VUC
00:00:11,0.0,VITÓRIA,VUC
00:00:06,0.0,VITÓRIA,VUC
00:00:31,0.0,DUQUE DE CAXIAS,VUC
00:02:18,0.0,DUQUE DE CAXIAS,VUC
00:00:10,0.0,DUQUE DE CAXIAS,VUC
00:01:20,0.0,DUQUE DE CAXIAS,VUC
00:00:06,0.0,DUQUE DE CAXIAS,VUC
00:02:39,0.0,DUQUE DE CAXIAS,VUC
00:00:06,0.0,DUQUE DE CAXIAS,VUC
00:01:15,0.0,DUQUE DE CAXIAS,VUC
00:00:09,0.0,DUQUE DE CAXIAS,VUC
00:15:04,0.0,DUQUE DE CAXIAS,VUC
00:00:10,0.0,DUQUE DE CAXIAS,VUC
00:00:08,0.0,DUQUE DE CAXIAS,VUC
00:00:10,0.0,DUQUE DE CAXIAS,VUC
00:00:16,0.0,DUQUE DE CAXIAS,VUC
00:00:26,0.0,DUQUE DE CAXIAS,VUC
00:01:29,0.0,DUQUE DE CAXIAS,VUC
00:00:07,0.0,DUQUE DE CAXIAS,VUC
00:03:14,0.0,DUQUE DE CAXIAS,VUC
00:00:05,0.0,DUQUE DE CAXIAS,VUC
00:30:27,0.0,DUQUE DE CAXIAS,VUC
00:00:14,0.0,DUQUE DE CAXIAS,VUC
00:00:42,0.0,DUQUE DE CAXIAS,VUC
00:00:06,0.0,DUQUE DE CAXIAS,VUC
00:00:08,0.0,DUQUE DE CAXIAS,VUC
00:00:05,0.0,DUQUE DE CAXIAS,VUC
00:00:05,0.0,DUQUE DE CAXIAS,VUC
00:00:05,0.0,DUQUE DE CAXIAS,VUC
00:00:08,0.0,DUQUE DE CAXIAS,VUC
00:00:05,0.0,DUQUE DE CAXIAS,VUC
1900-01-01 05:58:09,0.0,DUQUE DE CAXIAS,CARRETA
