data,alcohol
"[15239, 15988, 19742, 19924, 20031, 20071, 19290, 16770, 15316, 14836, 14599, 14443, 14335, 14249, 14177, 14103, 14049, 13999, 13926, 13901, 13853, 13808, 13765, 13725, 13687, 13650, 13599, 13579, 13546, 13515, 13485, 13457, 13415, 13402, 13374, 13325, 13326, 13300, 13279, 13256, 13233, 13212, 13195, 13169, 13147, 13128, 13116]",False
"[15418, 16127, 19829, 20221, 20437, 20309, 18381, 16463, 15477, 15142, 14980, 14865, 14785, 14723, 14668, 14617, 14574, 14526, 14475, 14452, 14416, 14380, 14344, 14313, 14278, 14252, 14206, 14193, 14166, 14140, 14115, 14089, 14066, 14042, 14012, 13981, 13976, 13954, 13934, 13915, 13894, 13876, 13852, 13824, 13814, 13805, 13787]",False
"[15514, 16342, 20349, 20418, 20394, 20395, 20295, 18558, 16168, 15629, 15332, 15171, 15077, 15013, 14966, 14917, 14897, 14866, 14835, 14808, 14784, 14760, 14737, 14696, 14689, 14673, 14655, 14638, 14622, 14604, 14585, 14572, 14542, 14548, 14531, 14519, 14505, 14494, 14484, 14475, 14442, 14453, 14446, 14437, 14430, 14423, 14413]",False
"[13634, 14259, 17014, 17383, 17967, 18379, 17221, 15025, 13942, 13558, 13357, 13244, 13175, 13126, 13086, 13054, 13026, 12999, 12980, 12964, 12950, 12937, 12926, 12914, 12904, 12897, 12889, 12883, 12878, 12865, 12868, 12866, 12866, 12865, 12866, 12864, 12868, 12870, 12873, 12874, 12875, 12874, 12873, 12874, 12878, 12882, 12884]",False
"[15065, 15945, 20338, 20538, 20692, 18963, 16728, 15671, 15154, 14949, 14840, 14779, 14739, 14709, 14689, 14666, 14654, 14647, 14636, 14627, 14623, 14620, 14614, 14612, 14609, 14603, 14595, 14598, 14589, 14591, 14584, 14576, 14563, 14549, 14557, 14552, 14545, 14536, 14531, 14523, 14519, 14519, 14518, 14511, 14516, 14516, 14516]",False
"[14996, 15857, 20168, 20327, 20360, 20325, 20203, 17485, 15669, 15101, 14804, 14651, 14564, 14508, 14469, 14438, 14400, 14389, 14375, 14364, 14354, 14347, 14339, 14334, 14326, 14328, 14332, 14333, 14330, 14335, 14339, 14343, 14344, 14315, 14309, 14320, 14319, 14324, 14324, 14323, 14303, 14319, 14314, 14326, 14329, 14326, 14332]",False
"[14665, 15542, 19809, 19944, 19806, 18822, 16216, 14845, 14106, 13866, 13715, 13609, 13529, 13463, 13400, 13347, 13302, 13262, 13220, 13180, 13146, 13111, 13078, 13049, 13021, 12990, 12967, 12942, 12918, 12896, 12876, 12855, 12836, 12817, 12803, 12787, 12769, 12755, 12742, 12727, 12716, 12700, 12657, 12675, 12672, 12663, 12654]",False
"[12500, 13343, 17683, 18009, 17947, 17376, 14783, 13206, 12457, 12220, 12086, 12001, 11953, 11914, 11885, 11861, 11839, 11814, 11799, 11775, 11768, 11753, 11740, 11728, 11716, 11706, 11697, 11688, 11676, 11671, 11665, 11659, 11650, 11644, 11640, 11641, 11634, 11633, 11630, 11626, 11623, 11622, 11614, 11619, 11620, 11613, 11613]",False
"[12849, 13637, 17855, 18259, 18340, 18045, 15400, 13844, 13108, 12874, 12748, 12680, 12638, 12609, 12587, 12569, 12557, 12549, 12543, 12538, 12537, 12535, 12535, 12540, 12544, 12549, 12555, 12559, 12567, 12574, 12582, 12592, 12601, 12609, 12618, 12628, 12638, 12649, 12659, 12667, 12677, 12687, 12698, 12708, 12720, 12724, 12733]",False
"[11829, 12611, 16602, 16766, 16982, 15377, 13323, 12409, 11927, 11781, 11684, 11624, 11577, 11569, 11538, 11511, 11495, 11477, 11479, 11472, 11484, 11484, 11484, 11484, 11484, 11482, 11489, 11493, 11489, 11502, 11504, 11516, 11528, 11541, 11548, 11561, 11576, 11586, 11604, 11618, 11632, 11647, 11658, 11674, 11697, 11707, 11722]",False
"[13469, 14320, 18430, 18421, 18436, 18408, 18571, 16205, 14352, 13804, 13515, 13359, 13271, 13214, 13174, 13141, 13108, 13084, 13066, 13055, 13043, 13030, 13020, 13014, 13004, 13003, 13003, 13002, 13000, 13003, 13006, 13008, 13016, 13019, 13013, 13025, 13034, 13040, 13052, 13054, 13070, 13078, 13083, 13099, 13104, 13110, 13128]",False
"[14157, 15678, 18624, 18830, 18925, 18697, 18180, 17172, 18144, 18215, 16093, 15027, 14444, 14264, 14195, 14146, 14101, 14116, 14113, 14113, 14114, 14117, 14119, 14122, 14127, 14131, 14140, 14143, 14145, 14150, 14166, 14179, 14186, 14194, 14192, 14196, 14212, 14217, 14230, 14238, 14247, 14257, 14267, 14276, 14286, 14291, 14306]",False
"[15670, 17630, 19998, 20263, 20514, 20425, 18751, 16847, 15894, 15600, 15446, 15369, 15312, 15294, 15275, 15257, 15244, 15235, 15222, 15220, 15216, 15206, 15201, 15199, 15193, 15194, 15192, 15192, 15192, 15191, 15191, 15193, 15195, 15194, 15198, 15194, 15204, 15207, 15207, 15217, 15223, 15223, 15230, 15231, 15238, 15244, 15248]",False
"[15892, 16789, 20727, 20544, 20368, 20882, 21401, 19193, 17143, 16482, 16142, 15971, 15896, 15847, 15816, 15791, 15773, 15759, 15752, 15743, 15739, 15735, 15726, 15720, 15722, 15720, 15723, 15722, 15717, 15718, 15724, 15735, 15738, 15741, 15735, 15743, 15748, 15756, 15762, 15766, 15770, 15771, 15770, 15779, 15783, 15782, 15789]",False
"[21994, 22657, 25283, 25136, 25201, 25024, 23484, 22185, 21513, 21297, 21181, 21114, 21086, 21075, 21070, 21068, 21072, 21095, 21115, 21135, 21162, 21179, 21213, 21244, 21274, 21304, 21333, 21365, 21407, 21455, 21505, 21550, 21580, 21625, 21662, 21693, 21716, 21741, 21759, 21792, 21801, 21851, 21878, 21898, 21889, 21922, 21923]",False
"[23287, 23736, 25710, 25576, 25508, 25403, 24147, 23151, 22618, 22446, 22351, 22284, 22249, 22216, 22210, 22195, 22185, 22178, 22177, 22172, 22176, 22182, 22181, 22188, 22198, 22203, 22211, 22216, 22226, 22236, 22240, 22238, 22234, 22240, 22246, 22239, 22266, 22275, 22291, 22303, 22316, 22335, 22349, 22358, 22373, 22392, 22410]",False
"[13574, 13887, 15124, 14712, 14335, 13980, 12448, 9801, 8232, 7625, 7199, 6889, 6649, 6462, 6305, 6183, 6076, 5989, 5915, 5850, 5795, 5747, 5707, 5672, 5643, 5618, 5594, 5577, 5561, 5547, 5535, 5525, 5517, 5512, 5505, 5502, 5499, 5497, 5496, 5494, 5494, 5495, 5494, 5496, 5500, 5504, 5507]",True
"[22504, 22979, 25061, 24874, 24723, 24530, 24388, 23664, 21658, 20946, 20657, 20522, 20470, 20444, 20426, 20417, 20427, 20429, 20428, 20432, 20443, 20455, 20464, 20473, 20483, 20487, 20504, 20516, 20541, 20556, 20563, 20578, 20595, 20602, 20620, 20635, 20639, 20658, 20676, 20691, 20701, 20709, 20719, 20733, 20750, 20761, 20774]",True
"[18503, 19345, 23179, 23031, 22781, 22661, 22373, 19918, 18043, 17332, 16953, 16744, 16635, 16562, 16518, 16503, 16481, 16455, 16451, 16442, 16424, 16448, 16457, 16467, 16476, 16504, 16522, 16541, 16566, 16590, 16618, 16638, 16671, 16703, 16736, 16763, 16785, 16806, 16858, 16886, 16916, 16945, 16966, 16989, 17021, 17038, 17083]",True
"[22383, 22911, 25232, 25021, 24879, 24777, 24560, 23952, 22053, 21405, 21174, 21060, 21042, 21013, 20983, 20991, 20956, 20924, 20918, 20911, 20905, 20897, 20887, 20894, 20915, 20927, 20945, 20957, 20996, 21034, 21079, 21116, 21141, 21182, 21213, 21247, 21274, 21300, 21330, 21351, 21393, 21424, 21449, 21464, 21487, 21514, 21536]",True
"[22760, 22770, 24678, 24551, 23453, 21763, 20965, 20645, 20513, 20527, 20521, 20532, 20556, 20566, 20601, 20623, 20645, 20666, 20694, 20715, 20745, 20766, 20786, 20813, 20814, 20860, 20944, 21077, 21133, 21195, 21256, 21317, 21352, 21373, 21429, 21443, 21436, 21455, 21445, 21436, 21435, 21428, 21458, 21466, 21479, 21482, 21494]",True
"[13229, 13531, 16642, 16729, 16719, 16798, 16849, 14713, 12508, 11906, 11608, 11458, 11378, 11331, 11294, 11277, 11263, 11249, 11241, 11233, 11230, 11221, 11218, 11206, 11200, 11203, 11203, 11202, 11200, 11204, 11204, 11208, 11209, 11213, 11211, 11219, 11223, 11226, 11227, 11229, 11243, 11252, 11273, 11288, 11306, 11320, 11337]",True
"[15190, 16105, 20506, 20523, 20243, 19749, 17887, 15829, 14731, 14324, 14072, 13887, 13752, 13651, 13557, 13480, 13409, 13340, 13278, 13224, 13172, 13124, 13071, 13030, 12982, 12941, 12905, 12870, 12836, 12804, 12773, 12750, 12727, 12704, 12678, 12638, 12641, 12619, 12607, 12595, 12580, 12567, 12552, 12540, 12540, 12528, 12523]",True
"[21422, 22267, 26136, 25969, 25891, 25382, 23677, 22454, 21776, 21587, 21513, 21495, 21498, 21487, 21518, 21527, 21541, 21543, 21555, 21561, 21559, 21579, 21582, 21589, 21596, 21594, 21602, 21613, 21616, 21622, 21625, 21633, 21640, 21652, 21656, 21660, 21662, 21671, 21676, 21683, 21693, 21695, 21704, 21714, 21722, 21728, 21729]",False
"[23517, 24020, 26234, 26222, 26187, 26134, 25848, 24508, 23567, 23360, 23282, 23262, 23267, 23268, 23269, 23261, 23249, 23239, 23244, 23239, 23227, 23231, 23198, 23201, 23199, 23201, 23207, 23212, 23196, 23205, 23193, 23202, 23213, 23229, 23229, 23230, 23233, 23241, 23241, 23239, 23241, 23241, 23240, 23240, 23243, 23239, 23242]",False
"[16446, 17373, 21648, 21558, 21640, 21627, 20002, 18020, 17016, 16710, 16553, 16466, 16416, 16399, 16378, 16369, 16363, 16361, 16353, 16349, 16346, 16347, 16345, 16344, 16345, 16344, 16346, 16345, 16351, 16341, 16351, 16357, 16358, 16365, 16367, 16368, 16371, 16369, 16380, 16385, 16388, 16390, 16393, 16398, 16403, 16404, 16409]",False
"[13693, 14358, 17119, 16737, 16406, 15694, 12564, 11288, 10900, 10831, 10822, 10840, 10866, 10892, 10921, 10952, 10986, 11022, 11052, 11079, 11102, 11127, 11153, 11177, 11210, 11235, 11262, 11284, 11314, 11343, 11371, 11392, 11430, 11461, 11492, 11517, 11543, 11568, 11590, 11615, 11647, 11679, 11713, 11739, 11775, 11805, 11834]",True
"[14050, 15135, 20124, 19822, 19555, 19279, 17748, 14630, 13246, 12826, 12652, 12586, 12566, 12570, 12573, 12587, 12604, 12615, 12629, 12647, 12660, 12667, 12669, 12695, 12712, 12727, 12743, 12761, 12782, 12796, 12815, 12833, 12851, 12874, 12897, 12915, 12932, 12941, 12958, 12976, 12990, 13009, 13025, 13034, 13046, 13059, 13074]",True
"[14557, 15877, 20783, 20944, 18921, 16723, 15734, 15276, 15050, 14986, 14954, 14943, 14939, 14941, 14945, 14950, 14963, 14971, 14983, 14988, 15003, 15003, 15027, 15041, 15053, 15057, 15070, 15084, 15098, 15112, 15118, 15129, 15146, 15154, 15170, 15179, 15187, 15200, 15214, 15225, 15233, 15243, 15252, 15264, 15275, 15287, 15293]",False
"[16347, 11154, 11729, 12438, 12652, 12637, 12720, 10741, 9353, 9206, 9284, 9464, 9671, 9859, 10079, 10268, 10447, 10613, 10773, 10917, 11058, 11187, 11315, 11434, 11545, 11656, 11758, 11852, 11946, 12037, 12120, 12204, 12282, 12363, 12435, 12508, 12570, 12646, 12711, 12776, 12838, 12895, 12951, 13008, 13048, 13114, 13167]",True
"[20218, 21139, 24027, 23726, 23424, 21443, 17928, 15952, 14685, 14097, 13697, 13409, 13197, 13038, 12911, 12808, 12734, 12672, 12625, 12589, 12562, 12544, 12530, 12528, 12526, 12538, 12555, 12582, 12612, 12644, 12676, 12714, 12746, 12790, 12832, 12862, 12870, 12871, 12876, 12892, 12915, 12946, 12984, 13020, 13078, 13132, 13185]",True
"[18851, 19791, 24233, 24255, 24066, 21601, 19811, 18932, 18516, 18444, 18442, 18479, 18531, 18593, 18651, 18708, 18761, 18808, 18847, 18893, 18942, 18976, 19010, 19045, 19073, 19111, 19134, 19166, 19189, 19211, 19233, 19246, 19278, 19290, 19314, 19329, 19343, 19369, 19386, 19405, 19419, 19431, 19437, 19449, 19466, 19479, 19498]",False
"[20380, 21207, 25082, 24905, 24755, 24266, 21972, 19906, 18641, 18154, 17832, 17617, 17449, 17318, 17193, 17092, 17005, 16976, 16946, 16948, 16990, 17034, 17074, 17118, 17162, 17192, 17235, 17270, 17303, 17336, 17363, 17389, 17417, 17444, 17481, 17503, 17526, 17561, 17595, 17638, 17638, 17650, 17651, 17647, 17653, 17647, 17639]",True
"[18579, 19747, 25086, 24742, 24658, 24809, 24693, 22198, 18554, 17170, 16368, 15923, 15626, 15418, 15249, 15116, 15000, 14899, 14804, 14723, 14647, 14585, 14533, 14495, 14457, 14430, 14403, 14376, 14368, 14350, 14344, 14337, 14325, 14319, 14312, 14310, 14302, 14308, 14304, 14308, 14310, 14316, 14322, 14326, 14329, 14336, 14340]",True
"[19245, 20216, 24475, 24023, 23725, 23588, 22901, 19733, 17782, 17341, 17152, 17066, 17029, 17008, 17002, 17003, 17005, 17000, 16995, 16986, 16996, 16999, 17002, 17007, 16998, 17000, 17006, 17011, 17070, 17146, 17159, 17183, 17202, 17228, 17249, 17264, 17271, 17303, 17319, 17335, 17348, 17367, 17386, 17404, 17423, 17441, 17461]",True
"[11552, 12774, 18750, 18654, 18612, 18429, 15664, 12840, 11444, 11001, 10739, 10571, 10457, 10368, 10295, 10234, 10176, 10121, 10087, 10044, 10010, 9974, 9943, 9916, 9889, 9863, 9839, 9818, 9801, 9785, 9770, 9756, 9742, 9731, 9713, 9709, 9701, 9695, 9688, 9684, 9677, 9674, 9671, 9671, 9668, 9666, 9666]",True
"[13298, 14646, 20172, 19934, 19686, 19516, 16538, 14119, 12823, 12354, 12050, 11837, 11676, 11557, 11455, 11372, 11300, 11236, 11185, 11138, 11100, 11065, 11037, 11008, 10986, 10972, 10960, 10948, 10937, 10927, 10923, 10917, 10915, 10913, 10911, 10913, 10917, 10922, 10928, 10932, 10937, 10948, 10959, 10968, 10980, 10989, 11005]",True
"[12287, 15242, 18575, 18908, 19034, 18999, 17008, 13791, 12188, 11617, 11307, 11134, 11017, 10933, 10868, 10815, 10771, 10736, 10703, 10674, 10648, 10628, 10611, 10597, 10585, 10578, 10571, 10569, 10568, 10572, 10574, 10576, 10582, 10572, 10601, 10609, 10619, 10629, 10641, 10657, 10671, 10686, 10697, 10709, 10723, 10732, 10735]",True
"[14671, 17014, 20764, 20872, 20862, 19337, 16246, 14673, 13882, 13585, 13419, 13326, 13272, 13241, 13226, 13220, 13226, 13241, 13258, 13281, 13302, 13320, 13354, 13386, 13418, 13452, 13484, 13525, 13563, 13609, 13657, 13703, 13747, 13794, 13835, 13875, 13911, 13945, 13976, 14008, 14042, 14071, 14098, 14125, 14150, 14179, 14207]",True
"[19025, 19993, 24656, 24432, 24316, 23251, 20802, 19261, 18288, 17897, 18565, 19164, 19392, 19427, 19382, 19321, 19260, 19190, 18956, 17905, 17277, 16960, 16778, 16659, 16569, 16503, 16443, 16392, 16345, 16289, 16262, 16225, 16191, 16160, 16130, 16101, 16072, 16048, 16017, 16002, 15980, 15957, 15943, 15930, 15916, 15900, 15887]",True
"[17896, 18631, 22837, 23466, 23605, 23841, 22914, 20006, 18093, 17409, 17026, 16791, 16635, 16522, 16421, 16334, 16264, 16199, 16137, 16083, 16041, 15998, 15957, 15923, 15888, 15864, 15840, 15821, 15799, 15780, 15760, 15746, 15734, 15724, 15714, 15701, 15697, 15692, 15692, 15688, 15684, 15673, 15676, 15681, 15680, 15681, 15683]",True
"[23527, 23853, 25964, 25903, 25920, 25837, 25742, 24354, 21727, 21246, 21101, 21097, 21135, 21182, 21226, 21280, 21279, 21338, 21370, 21392, 21412, 21418, 21458, 21479, 21485, 21469, 21520, 21530, 21548, 21558, 21563, 21576, 21587, 21585, 21608, 21616, 21635, 21644, 21655, 21693, 21730, 21756, 21747, 21812, 21829, 21842, 21862]",False
"[21762, 22453, 25715, 25635, 25488, 24761, 23265, 22311, 21719, 21505, 21370, 21281, 21220, 21166, 21129, 21095, 21058, 21033, 21008, 20977, 20954, 20931, 20898, 20891, 20882, 20865, 20854, 20841, 20826, 20814, 20793, 20790, 20781, 20771, 20765, 20759, 20753, 20747, 20741, 20733, 20729, 20726, 20721, 20715, 20715, 20709, 20708]",False
"[21324, 22200, 25593, 25522, 25677, 25072, 23422, 22337, 21679, 21440, 21308, 21229, 21175, 21142, 21113, 21091, 21068, 21055, 21036, 21017, 21010, 20997, 20990, 20979, 20967, 20961, 20949, 20951, 20945, 20940, 20935, 20937, 20933, 20931, 20926, 20924, 20922, 20918, 20922, 20919, 20921, 20917, 20919, 20918, 20922, 20918, 20915]",False
"[22245, 22919, 26046, 25719, 25579, 25659, 25030, 23618, 22650, 22313, 22122, 22011, 21947, 21900, 21862, 21836, 21812, 21793, 21769, 21754, 21739, 21720, 21705, 21691, 21675, 21655, 21657, 21648, 21637, 21626, 21616, 21608, 21603, 21595, 21588, 21577, 21575, 21570, 21566, 21561, 21556, 21546, 21536, 21543, 21542, 21540, 21537]",False
"[21830, 22390, 24817, 24681, 24774, 24862, 24338, 21883, 18996, 17470, 16378, 15558, 14904, 14369, 13918, 13530, 13201, 12910, 12652, 12425, 12223, 12040, 11880, 11736, 11606, 11488, 11382, 11284, 11198, 11119, 11048, 10982, 10921, 10859, 10815, 10769, 10726, 10688, 10650, 10619, 10585, 10563, 10538, 10515, 10491, 10472, 10456]",True
"[13688, 14966, 20003, 19849, 19491, 17473, 14376, 12627, 11487, 10963, 10573, 10272, 10034, 9836, 9671, 9529, 9408, 9302, 9211, 9132, 9061, 8999, 8944, 8897, 8853, 8816, 8780, 8752, 8724, 8700, 8681, 8664, 8647, 8633, 8619, 8609, 8602, 8595, 8589, 8585, 8581, 8578, 8575, 8577, 8575, 8575, 8578]",True
"[13664, 14726, 19182, 18453, 17977, 17667, 15408, 12976, 11502, 10844, 10370, 10013, 9733, 9502, 9308, 9143, 8999, 8872, 8764, 8667, 8581, 8506, 8436, 8376, 8319, 8272, 8227, 8186, 8146, 8113, 8083, 8055, 8029, 8005, 7983, 7962, 7948, 7934, 7920, 7907, 7896, 7887, 7879, 7873, 7867, 7862, 7860]",True
"[20961, 24933, 25223, 25108, 24989, 24189, 22620, 21729, 21244, 21077, 20988, 20941, 20914, 20902, 20893, 20880, 20873, 20867, 20869, 20863, 20861, 20855, 20851, 20845, 20845, 20847, 20849, 20845, 20850, 20852, 20846, 20850, 20849, 20850, 20854, 20857, 20861, 20863, 20859, 20864, 20871, 20880, 20882, 20876, 20875, 20879, 20894]",False
"[21576, 22327, 25841, 25843, 25960, 26074, 25994, 24406, 22825, 22184, 21853, 21694, 21610, 21574, 21548, 21535, 21519, 21512, 21509, 21504, 21499, 21479, 21485, 21488, 21483, 21483, 21481, 21473, 21472, 21471, 21476, 21475, 21471, 21465, 21470, 21466, 21474, 21476, 21464, 21477, 21482, 21481, 21486, 21485, 21488, 21490, 21494]",False
"[22098, 22538, 24615, 24340, 23782, 23259, 22316, 19397, 17223, 16334, 15706, 15223, 14831, 14493, 14191, 13919, 13678, 13454, 13253, 13065, 12892, 12732, 12588, 12452, 12329, 12211, 12100, 12000, 11905, 11818, 11736, 11659, 11586, 11519, 11457, 11397, 11344, 11290, 11241, 11198, 11158, 11119, 11079, 11042, 11012, 10979, 10950]",True
"[17910, 19217, 24701, 24495, 24507, 23062, 20645, 19279, 18564, 18360, 18277, 18249, 18247, 18258, 18277, 18297, 18318, 18334, 18356, 18374, 18395, 18415, 18432, 18451, 18459, 18486, 18501, 18517, 18535, 18548, 18565, 18582, 18591, 18613, 18630, 18643, 18656, 18672, 18688, 18705, 18722, 18733, 18751, 18762, 18774, 18793, 18807]",False
"[22698, 23318, 22033, 23307, 22204, 21532, 21194, 21025, 20941, 20909, 20851, 20878, 20900, 20898, 20909, 20919, 20928, 20936, 20947, 20957, 20973, 20986, 20999, 21013, 21017, 21034, 21052, 21065, 21079, 21091, 21100, 21126, 21142, 21159, 21176, 21190, 21202, 21217, 21236, 21252, 21269, 21283, 21297, 21311, 21330, 21348, 21361]",False
"[23507, 24078, 26012, 25880, 25584, 24633, 24001, 23686, 23528, 23493, 23484, 23489, 23494, 23508, 23516, 23503, 23532, 23530, 23528, 23536, 23540, 23549, 23553, 23557, 23563, 23569, 23566, 23571, 23576, 23582, 23589, 23594, 23579, 23596, 23605, 23613, 23611, 23619, 23624, 23628, 23638, 23641, 23643, 23649, 23648, 23660, 23661]",False
"[22622, 22888, 22922, 22943, 22988, 23222, 22985, 23020, 23040, 23058, 23050, 23123, 23081, 23145, 23153, 23195, 23173, 23144, 23193, 23202, 23183, 23156, 23170, 23071, 23070, 23104, 23114, 23174, 23158, 23180, 23240, 23246, 23186, 23259, 23285, 23214, 23264, 23270, 23297, 23219, 23282, 23312, 23358, 23365, 23332, 23348, 23367]",False
"[22059, 22169, 22342, 22369, 22265, 22230, 21997, 21786, 21473, 20853, 20852, 20811, 20873, 20886, 20822, 20801, 20800, 20561, 20785, 20849, 20912, 20985, 21028, 21062, 21095, 21093, 21085, 21069, 21015, 20945, 20875, 20778, 20331, 20446, 20645, 20774, 20795, 20926, 20985, 20936, 21046, 20940, 21069, 21086, 21103, 21091, 21089]",False
"[21667, 20946, 17475, 17441, 16834, 12736, 11076, 10352, 9968, 9819, 9770, 9813, 9871, 9883, 9881, 9872, 9863, 9853, 9849, 9844, 9840, 9838, 9839, 9840, 9840, 9840, 9846, 9850, 9854, 9859, 9865, 9870, 9874, 9879, 9885, 9891, 9896, 9900, 9907, 9913, 9920, 9927, 9933, 9938, 9942, 9951, 9958]",True
"[18375, 18516, 18379, 17448, 17177, 16361, 15546, 14285, 11401, 10540, 10081, 9783, 9586, 9436, 9321, 9229, 9151, 9091, 9040, 9000, 8967, 8937, 8916, 8898, 8885, 8875, 8869, 8864, 8862, 8863, 8864, 8870, 8876, 8886, 8893, 8903, 8914, 8928, 8942, 8956, 8968, 8983, 8997, 9012, 9028, 9042, 9060]",True
"[17285, 17572, 17619, 17619, 17625, 17625, 17631, 17630, 17638, 17639, 17643, 17643, 17648, 17654, 17658, 17653, 17660, 17660, 17663, 17663, 17670, 17671, 17673, 17672, 17660, 17662, 17661, 17660, 17648, 17654, 17649, 17652, 17648, 17646, 17639, 17637, 17637, 17640, 17643, 17644, 17642, 17645, 17649, 17651, 17655, 17648, 17658]",False
"[19113, 19137, 19394, 22711, 23924, 23870, 23604, 23079, 21001, 18204, 17214, 16940, 16894, 16924, 16968, 17007, 17035, 17051, 17054, 17058, 17048, 17039, 17036, 17033, 17025, 17021, 17011, 17011, 17006, 16998, 16989, 16981, 16971, 16960, 16945, 16940, 16931, 16924, 16917, 16911, 16906, 16902, 16901, 16894, 16896, 16896, 16897]",True
"[18950, 18915, 19014, 20340, 23177, 23568, 23198, 22672, 19454, 17003, 16197, 16004, 16009, 16068, 16132, 16180, 16219, 16253, 16267, 16290, 16301, 16302, 16305, 16300, 16296, 16299, 16293, 16303, 16307, 16307, 16303, 16298, 16293, 16296, 16296, 16284, 16294, 16291, 16294, 16290, 16292, 16277, 16276, 16279, 16284, 16281, 16282]",True
"[17964, 18015, 19666, 22963, 23435, 23111, 22630, 21644, 18277, 16336, 15643, 15390, 15289, 15263, 15259, 15270, 15289, 15309, 15331, 15352, 15372, 15392, 15415, 15432, 15445, 15461, 15472, 15493, 15508, 15521, 15532, 15544, 15552, 15563, 15571, 15572, 15595, 15606, 15611, 15621, 15629, 15644, 15648, 15654, 15669, 15679, 15687]",True
