wx,time,pitch,wz,az,ay,yaw,ax,roll,wy
-11.0,16.39,5219.0,1.0,260.0,394.0,35777.0,159.0,-3163.0,-2.0
-7.0,16.4,5219.0,2.0,268.0,402.0,35777.0,159.0,-3162.0,4.0
-2.0,16.41,5218.0,4.0,271.0,406.0,35777.0,160.0,-3161.0,16.0
3.0,16.42,5218.0,7.0,267.0,403.0,35775.0,161.0,-3160.0,24.0
0.0,16.43,5218.0,8.0,259.0,395.0,35774.0,162.0,-3158.0,20.0
-5.0,16.44,5217.0,7.0,253.0,388.0,35774.0,161.0,-3158.0,9.0
-8.0,16.46,5215.0,3.0,265.0,399.0,35774.0,159.0,-3158.0,0.0
-6.0,16.47,5214.0,6.0,272.0,408.0,35774.0,160.0,-3156.0,16.0
-1.0,16.48,5214.0,9.0,272.0,409.0,35773.0,162.0,-3154.0,32.0
0.0,16.49,5213.0,10.0,266.0,405.0,35772.0,163.0,-3151.0,40.0
-8.0,16.51,5212.0,6.0,250.0,386.0,35771.0,161.0,-3146.0,24.0
-12.0,16.52,5210.0,2.0,239.0,373.0,35771.0,158.0,-3145.0,0.0
-15.0,16.53,5209.0,2.0,253.0,386.0,35772.0,156.0,-3146.0,-20.0
-8.0,16.54,5208.0,3.0,268.0,401.0,35773.0,157.0,-3147.0,-8.0
-3.0,16.56,5207.0,9.0,262.0,399.0,35771.0,159.0,-3144.0,28.0
-7.0,16.57,5206.0,10.0,258.0,395.0,35770.0,162.0,-3142.0,29.0
-10.0,16.58,5205.0,5.0,248.0,383.0,35770.0,161.0,-3139.0,23.0
-13.0,16.59,5204.0,-2.0,243.0,375.0,35772.0,159.0,-3138.0,0.0
-2.0,16.61,5203.0,-3.0,271.0,403.0,35774.0,159.0,-3140.0,-22.0
11.0,16.62,5204.0,0.0,280.0,414.0,35773.0,161.0,-3141.0,-3.0
16.0,16.63,5206.0,2.0,272.0,408.0,35772.0,163.0,-3141.0,16.0
12.0,16.64,5206.0,2.0,253.0,392.0,35770.0,163.0,-3141.0,15.0
-4.0,16.66,5207.0,-7.0,251.0,385.0,35772.0,159.0,-3142.0,-22.0
-1.0,16.67,5207.0,-9.0,262.0,396.0,35773.0,157.0,-3143.0,-24.0
7.0,16.68,5208.0,-5.0,269.0,404.0,35773.0,158.0,-3144.0,-12.0
11.0,16.69,5209.0,0.0,267.0,405.0,35772.0,160.0,-3145.0,-1.0
4.0,16.71,5210.0,0.0,255.0,394.0,35771.0,162.0,-3145.0,3.0
-5.0,16.72,5210.0,-3.0,251.0,388.0,35772.0,161.0,-3145.0,-7.0
-9.0,16.73,5210.0,-7.0,252.0,387.0,35774.0,159.0,-3146.0,-17.0
-7.0,16.74,5210.0,-9.0,258.0,391.0,35775.0,157.0,-3146.0,-22.0
6.0,16.76,5211.0,-4.0,266.0,401.0,35776.0,159.0,-3149.0,-11.0
8.0,16.77,5212.0,-1.0,264.0,400.0,35776.0,160.0,-3149.0,-4.0
2.0,16.79,5213.0,-5.0,256.0,390.0,35776.0,161.0,-3150.0,-9.0
2.0,16.79,5213.0,-5.0,256.0,390.0,35776.0,161.0,-3150.0,-9.0
1.0,16.8,5214.0,-8.0,257.0,390.0,35777.0,159.0,-3150.0,-14.0
4.0,16.81,5214.0,-9.0,261.0,393.0,35778.0,158.0,-3151.0,-15.0
12.0,16.82,5216.0,-8.0,265.0,397.0,35778.0,158.0,-3153.0,-14.0
18.0,16.84,5219.0,-2.0,263.0,399.0,35776.0,161.0,-3156.0,-8.0
14.0,16.85,5221.0,-3.0,260.0,397.0,35775.0,161.0,-3157.0,-7.0
8.0,16.86,5222.0,-4.0,256.0,394.0,35775.0,160.0,-3158.0,-7.0
3.0,16.87,5222.0,-7.0,255.0,390.0,35776.0,159.0,-3158.0,-9.0
3.0,16.88,5223.0,-8.0,256.0,390.0,35777.0,158.0,-3159.0,-11.0
4.0,16.9,5225.0,-4.0,261.0,397.0,35777.0,158.0,-3160.0,-10.0
3.0,16.92,5225.0,-1.0,260.0,396.0,35777.0,160.0,-3161.0,-2.0
-5.0,16.94,5225.0,-4.0,255.0,389.0,35779.0,159.0,-3161.0,-7.0
-5.0,16.94,5225.0,-4.0,255.0,389.0,35779.0,159.0,-3161.0,-7.0
-4.0,16.95,5225.0,-4.0,258.0,390.0,35780.0,158.0,-3161.0,-10.0
0.0,16.96,5225.0,-4.0,258.0,390.0,35780.0,158.0,-3161.0,-8.0
3.0,16.97,5226.0,-2.0,255.0,387.0,35780.0,157.0,-3162.0,-8.0
1.0,16.99,5226.0,0.0,254.0,386.0,35780.0,158.0,-3166.0,-19.0
-3.0,17.0,5226.0,0.0,263.0,396.0,35780.0,159.0,-3167.0,-16.0
0.0,17.01,5226.0,1.0,276.0,410.0,35780.0,161.0,-3167.0,0.0
2.0,17.02,5226.0,1.0,282.0,417.0,35780.0,164.0,-3165.0,22.0
3.0,17.05,5227.0,-1.0,245.0,380.0,35778.0,161.0,-3161.0,-5.0
3.0,17.05,5227.0,-1.0,245.0,380.0,35778.0,161.0,-3161.0,-5.0
1.0,17.06,5227.0,-3.0,249.0,383.0,35778.0,157.0,-3164.0,-33.0
1.0,17.07,5228.0,-2.0,262.0,396.0,35779.0,155.0,-3167.0,-34.0
1.0,17.09,5227.0,9.0,264.0,402.0,35777.0,157.0,-3168.0,16.0
-8.0,17.1,5226.0,12.0,257.0,395.0,35776.0,160.0,-3166.0,33.0
-19.0,17.11,5224.0,11.0,256.0,393.0,35776.0,162.0,-3162.0,37.0
-25.0,17.12,5221.0,9.0,262.0,397.0,35777.0,162.0,-3158.0,34.0
-22.0,17.13,5219.0,6.0,267.0,401.0,35778.0,162.0,-3154.0,29.0
-8.0,17.15,5217.0,5.0,252.0,384.0,35778.0,159.0,-3151.0,2.0
-6.0,17.16,5216.0,5.0,254.0,386.0,35778.0,158.0,-3153.0,-19.0
-4.0,17.17,5215.0,5.0,266.0,400.0,35778.0,159.0,-3155.0,-17.0
-2.0,17.18,5215.0,6.0,269.0,403.0,35777.0,159.0,-3155.0,6.0
-4.0,17.19,5214.0,7.0,259.0,394.0,35776.0,159.0,-3153.0,25.0
-9.0,17.2,5213.0,10.0,252.0,386.0,35776.0,159.0,-3151.0,25.0
-9.0,17.22,5211.0,6.0,265.0,399.0,35776.0,161.0,-3146.0,22.0
-3.0,17.23,5210.0,6.0,267.0,402.0,35775.0,161.0,-3144.0,26.0
1.0,17.24,5210.0,8.0,262.0,398.0,35774.0,161.0,-3143.0,20.0
1.0,17.25,5210.0,7.0,256.0,393.0,35773.0,163.0,-3144.0,7.0
-4.0,17.26,5209.0,4.0,255.0,391.0,35773.0,161.0,-3144.0,-5.0
-4.0,17.26,5209.0,4.0,255.0,391.0,35773.0,161.0,-3144.0,-5.0
-6.0,17.28,5208.0,2.0,260.0,396.0,35773.0,158.0,-3145.0,-3.0
-7.0,17.29,5207.0,4.0,260.0,396.0,35773.0,158.0,-3145.0,6.0
-10.0,17.31,5205.0,6.0,257.0,394.0,35773.0,160.0,-3141.0,20.0
-13.0,17.32,5204.0,5.0,257.0,393.0,35773.0,160.0,-3139.0,15.0
-12.0,17.33,5203.0,4.0,258.0,393.0,35774.0,161.0,-3138.0,9.0
-10.0,17.34,5202.0,3.0,259.0,394.0,35774.0,160.0,-3137.0,3.0
-7.0,17.35,5201.0,2.0,262.0,395.0,35775.0,160.0,-3137.0,-2.0
-2.0,17.36,5201.0,3.0,264.0,397.0,35774.0,160.0,-3138.0,-3.0
3.0,17.38,5201.0,2.0,265.0,400.0,35774.0,161.0,-3138.0,1.0
4.0,17.39,5201.0,1.0,263.0,400.0,35773.0,161.0,-3138.0,4.0
4.0,17.4,5202.0,0.0,262.0,398.0,35773.0,161.0,-3138.0,4.0
4.0,17.41,5202.0,-1.0,261.0,396.0,35773.0,161.0,-3138.0,3.0
